example3.jpg - Time needed: 0.010121583938598633 - Config 0: Binarization.basic, SkewCorrection.boxes, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.013532161712646484 - Config 172: Binarization.yannihorne, SkewCorrection.hough_transform, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.30446815490722656 - Config 173: Binarization.yannihorne, SkewCorrection.hough_transform, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 333.9179308414459 - Config 174: Binarization.yannihorne, SkewCorrection.hough_transform, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08374166488647461 - Config 175: Binarization.yannihorne, SkewCorrection.hough_transform, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.009557247161865234 - Config 176: Binarization.yannihorne, SkewCorrection.moments, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0014979839324951172 - Config 177: Binarization.yannihorne, SkewCorrection.moments, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.004529714584350586 - Config 178: Binarization.yannihorne, SkewCorrection.moments, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.99364495277405 - Config 179: Binarization.yannihorne, SkewCorrection.moments, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.00899362564086914 - Config 180: Binarization.yannihorne, SkewCorrection.moments, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.3074302673339844 - Config 181: Binarization.yannihorne, SkewCorrection.moments, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 335.5529217720032 - Config 182: Binarization.yannihorne, SkewCorrection.moments, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08428192138671875 - Config 183: Binarization.yannihorne, SkewCorrection.moments, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.007586956024169922 - Config 184: Binarization.yannihorne, SkewCorrection.topline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0035207271575927734 - Config 185: Binarization.yannihorne, SkewCorrection.topline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0031921863555908203 - Config 186: Binarization.yannihorne, SkewCorrection.topline, NoiseRemoval.median_filter
example4.jpg - Time needed: 97.92906594276428 - Config 187: Binarization.yannihorne, SkewCorrection.topline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.01360464096069336 - Config 188: Binarization.yannihorne, SkewCorrection.topline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.47782206535339355 - Config 189: Binarization.yannihorne, SkewCorrection.topline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 559.88285779953 - Config 190: Binarization.yannihorne, SkewCorrection.topline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.13878774642944336 - Config 191: Binarization.yannihorne, SkewCorrection.topline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.009786367416381836 - Config 192: Binarization.yannihorne, SkewCorrection.scanline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.002405881881713867 - Config 193: Binarization.yannihorne, SkewCorrection.scanline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0049686431884765625 - Config 194: Binarization.yannihorne, SkewCorrection.scanline, NoiseRemoval.median_filter
example4.jpg - Time needed: 59.04630899429321 - Config 195: Binarization.yannihorne, SkewCorrection.scanline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.008446455001831055 - Config 196: Binarization.yannihorne, SkewCorrection.scanline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.2990450859069824 - Config 197: Binarization.yannihorne, SkewCorrection.scanline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 341.1016113758087 - Config 198: Binarization.yannihorne, SkewCorrection.scanline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08347630500793457 - Config 199: Binarization.yannihorne, SkewCorrection.scanline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.004744529724121094 - Config 200: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0010800361633300781 - Config 201: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.002765655517578125 - Config 202: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.median_filter
example4.jpg - Time needed: 58.41206169128418 - Config 203: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.008982181549072266 - Config 204: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.29692864418029785 - Config 205: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 340.8920636177063 - Config 206: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08211302757263184 - Config 207: Binarization.niblack, SkewCorrection.boxes, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.009025096893310547 - Config 208: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.002640962600708008 - Config 209: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0047380924224853516 - Config 210: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.median_filter
example4.jpg - Time needed: 85.55234861373901 - Config 211: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.013321638107299805 - Config 212: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.41292476654052734 - Config 213: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 495.7012870311737 - Config 214: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.12086319923400879 - Config 215: Binarization.niblack, SkewCorrection.hough_transform, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.010657072067260742 - Config 216: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.002250194549560547 - Config 217: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.005614042282104492 - Config 218: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.median_filter
example4.jpg - Time needed: 70.46385550498962 - Config 219: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.011095285415649414 - Config 220: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.4856703281402588 - Config 221: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 400.4032917022705 - Config 222: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.1006312370300293 - Config 223: Binarization.niblack, SkewCorrection.moments, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.010060548782348633 - Config 224: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0031528472900390625 - Config 225: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.004725933074951172 - Config 226: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.median_filter
example4.jpg - Time needed: 94.15954637527466 - Config 227: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.014064550399780273 - Config 228: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.43192505836486816 - Config 229: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 532.7656745910645 - Config 230: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.1325223445892334 - Config 231: Binarization.niblack, SkewCorrection.topline, NoiseRemoval.unsharp_filter
example4.jpg - Time needed: 0.004556179046630859 - Config 232: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.mean_filter
example4.jpg - Time needed: 0.0013489723205566406 - Config 233: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.gaussian_filter
example4.jpg - Time needed: 0.0028541088104248047 - Config 234: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.median_filter
example4.jpg - Time needed: 59.10124492645264 - Config 235: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.conservative_filter
example4.jpg - Time needed: 0.00957489013671875 - Config 236: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.laplacian_filter
example4.jpg - Time needed: 0.3568999767303467 - Config 237: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.frequency_filter
example4.jpg - Time needed: 335.39335656166077 - Config 238: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.crimmins_speckle_removal
example4.jpg - Time needed: 0.08350849151611328 - Config 239: Binarization.niblack, SkewCorrection.scanline, NoiseRemoval.unsharp_filter
